Send: <lib.proto.GetInvestigationMonsterRsp object at 0x0000026264C36890>
Receive: <lib.proto.PlayerSetPauseReq object at 0x0000026264CFF350>
Send: <lib.proto.PlayerSetPauseRsp object at 0x0000026264B91250>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264B0F410>
Receive: <lib.proto.PlayerSetPauseReq object at 0x0000026264B53B50>
Send: <lib.proto.PlayerSetPauseRsp object at 0x0000026264D0A490>
Receive: <lib.proto.MarkMapReq object at 0x0000026264D22A90>
Receive: <lib.proto.SceneEntitiesMovesReq object at 0x0000026264C40150>
Receive: <lib.proto.SceneEntitiesMovesReq object at 0x0000026264C40150>
Receive: <lib.proto.PingReq object at 0x0000026264D19190>
Send: <lib.proto.PingRsp object at 0x0000026263CE03D0>
Send: <lib.proto.PlayerLuaShellNotify object at 0x0000026264AF1050>
Send: <lib.proto.PlayerLuaShellNotify object at 0x0000026263CE09D0>
Receive: <lib.proto.PingReq object at 0x0000026264D958D0>
Send: <lib.proto.PingRsp object at 0x0000026264D22A90>
Send: <lib.proto.PlayerLuaShellNotify object at 0x0000026264BA09D0>
Send: <lib.proto.PlayerLuaShellNotify object at 0x00000262647B91D0>
Receive: <lib.proto.PingReq object at 0x0000026264D958D0>
Send: <lib.proto.PingRsp object at 0x0000026264B6CD50>
Send: <lib.proto.PlayerLuaShellNotify object at 0x0000026264B6E5D0>
Send: <lib.proto.PlayerLuaShellNotify object at 0x00000262647B93D0>
Receive: <lib.proto.DungeonEntryInfoReq object at 0x0000026264BAEAD0>
Send: <lib.proto.DungeonEntryInfoRsp object at 0x00000262647B8F10>
Receive: <lib.proto.SceneTransToPointReq object at 0x0000026264C36890>
Send: <lib.proto.PlayerEnterSceneNotify object at 0x0000026264C40150>
Send: <lib.proto.SceneTransToPointRsp object at 0x0000026264C40150>
Receive: <lib.proto.PlayerSetPauseReq object at 0x000002625C6C5A50>
Send: <lib.proto.PlayerSetPauseRsp object at 0x0000026264B62E90>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264C37BD0>
Receive: <lib.proto.EnterSceneReadyReq object at 0x0000026264C37BD0>
Send: <lib.proto.EnterScenePeerNotify object at 0x0000026264D0B050>
Receive: <lib.proto.SceneEntitiesMovesReq object at 0x0000026264C363D0>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x00000262647B8F10>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x00000262647B8F10>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264BC4B10>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264BAD890>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264B91250>
Receive: <lib.proto.EnterWorldAreaReq object at 0x0000026264C99790>
Send: <lib.proto.EnterWorldAreaRsp object at 0x0000026264BB00D0>
Receive: <lib.proto.AbilityInvocationsNotify object at 0x0000026264C99790>
